,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr16_91388116_91391720_+,17,1195,chr16,91388116,91391720,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000023693.13', 'ENSMUST00000134491.8', 'ENSMUST00000117836.7', 'ENSMUST00000089042.6', 'ENSMUST00000139503.1']","['ENSMUST00000023693.13', 'ENSMUST00000134491.8', 'ENSMUST00000117836.7', 'ENSMUST00000089042.6', 'ENSMUST00000139503.1', 'ENSMUST00000161517.7', 'ENSMUST00000160764.1']","['ENSMUST00000139503.1', 'ENSMUST00000089042.6', 'ENSMUST00000023693.13', 'ENSMUST00000134491.8', 'ENSMUST00000117836.7']",[],"['ENSMUST00000161517.7', 'ENSMUST00000160764.1']","['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000093701.7', 'ENSMUSG00000022971.18']","['Gm21970', 'Ifnar2']","['ENSMUST00000139503.1', 'ENSMUST00000089042.6', 'ENSMUST00000023693.13', 'ENSMUST00000134491.8', 'ENSMUST00000117836.7']","['ENSMUST00000139503.1', 'ENSMUST00000161517.7', 'ENSMUST00000089042.6', 'ENSMUST00000160764.1', 'ENSMUST00000023693.13', 'ENSMUST00000134491.8', 'ENSMUST00000117836.7']",['protein_coding']
chr17_24164608_24164698_-,34,7361,chr17,24164608,24164698,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000202853.1', 'ENSMUST00000151061.1', 'ENSMUST00000024932.11', 'ENSMUST00000098862.8', 'ENSMUST00000148541.7', 'ENSMUST00000156061.1', 'ENSMUST00000150647.1']","['ENSMUST00000202853.1', 'ENSMUST00000151061.1', 'ENSMUST00000024932.11', 'ENSMUST00000098862.8', 'ENSMUST00000148541.7', 'ENSMUST00000156061.1', 'ENSMUST00000150647.1']","['ENSMUST00000151061.1', 'ENSMUST00000150647.1', 'ENSMUST00000148541.7', 'ENSMUST00000156061.1', 'ENSMUST00000024932.11', 'ENSMUST00000202853.1', 'ENSMUST00000098862.8']",[],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000107169.1', 'ENSMUSG00000024121.13']","['Gm43796', 'Atp6v0c']","['ENSMUST00000151061.1', 'ENSMUST00000150647.1', 'ENSMUST00000148541.7', 'ENSMUST00000156061.1', 'ENSMUST00000024932.11', 'ENSMUST00000202853.1', 'ENSMUST00000098862.8']","['ENSMUST00000151061.1', 'ENSMUST00000150647.1', 'ENSMUST00000148541.7', 'ENSMUST00000156061.1', 'ENSMUST00000024932.11', 'ENSMUST00000202853.1', 'ENSMUST00000098862.8']",['protein_coding']
chr17_27630506_27631199_-,39,5476,chr17,27630506,27631199,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2']","['ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2']","['ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000114882.8']",['ENSMUST00000233710.1'],['ENSMUST00000025052.13'],['protein_coding'],"['ENSMUSG00000052146.16', 'ENSMUSG00000117338.1']","['Rps10', 'RPS10-NUDT3']","['ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1', 'ENSMUST00000114882.8']","['ENSMUST00000178774.2', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000114882.8']",['protein_coding']
chr17_27631255_27632278_-,40,6577,chr17,27631255,27632278,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8']","['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8']","['ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1']",['ENSMUST00000025052.13'],[],['protein_coding'],"['ENSMUSG00000052146.16', 'ENSMUSG00000117338.1']","['Rps10', 'RPS10-NUDT3']","['ENSMUST00000025052.13', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1']","['ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1']",['protein_coding']
chr17_27632356_27634071_-,42,7282,chr17,27632356,27634071,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000145226.8']","['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000145226.8']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1']",['ENSMUST00000152982.2'],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000052146.16', 'ENSMUSG00000117338.1']","['Rps10', 'RPS10-NUDT3']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1', 'ENSMUST00000152982.2']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1']",['protein_coding']
chr17_27634243_27634325_-,42,5403,chr17,27634243,27634325,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8', 'ENSMUST00000145226.8', 'ENSMUST00000152982.2']","['ENSMUST00000233710.1', 'ENSMUST00000114882.8', 'ENSMUST00000025052.13', 'ENSMUST00000114881.8', 'ENSMUST00000178774.2', 'ENSMUST00000155071.8', 'ENSMUST00000145226.8', 'ENSMUST00000152982.2']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1', 'ENSMUST00000152982.2']",[],['ENSMUST00000150763.1'],"['protein_coding', 'retained_intron']","['ENSMUSG00000052146.16', 'ENSMUSG00000117338.1']","['Rps10', 'RPS10-NUDT3']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1', 'ENSMUST00000152982.2']","['ENSMUST00000025052.13', 'ENSMUST00000145226.8', 'ENSMUST00000114882.8', 'ENSMUST00000155071.8', 'ENSMUST00000150763.1', 'ENSMUST00000178774.2', 'ENSMUST00000114881.8', 'ENSMUST00000233710.1', 'ENSMUST00000152982.2']",['protein_coding']
chr17_34856582_34856879_-,12,1551,chr17,34856582,34856879,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34856929_34857003_-,11,1478,chr17,34856929,34857003,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34857136_34857218_-,12,1795,chr17,34857136,34857218,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000025229.10', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34857319_34857491_-,10,1804,chr17,34857319,34857491,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",['ENSMUST00000184774.1'],[],"['nonsense_mediated_decay', 'miRNA', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000098445.1', 'ENSMUSG00000092511.7']","['Cfb', 'Mir6972', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000184774.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['miRNA', 'protein_coding']"
chr17_34857568_34857667_-,10,1925,chr17,34857568,34857667,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000184774.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",[],[],"['nonsense_mediated_decay', 'miRNA', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000098445.1', 'ENSMUSG00000092511.7']","['Cfb', 'Mir6972', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000184774.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000184774.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']","['miRNA', 'protein_coding']"
chr17_34857821_34858036_-,8,2155,chr17,34857821,34858036,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000141295.7', 'ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",[],"['ENSMUST00000133127.1', 'ENSMUST00000176332.1']","['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000153400.7', 'ENSMUST00000146299.7', 'ENSMUST00000141295.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000133127.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34859146_34859229_-,8,1804,chr17,34859146,34859229,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",[],[],['protein_coding'],"['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34859331_34859441_-,7,1990,chr17,34859331,34859441,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",[],['ENSMUST00000176332.1'],['protein_coding'],"['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000176332.1', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_34860936_34861027_-,7,1288,chr17,34860936,34861027,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000154526.7', 'ENSMUST00000025229.10', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000129891.1']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",[],[],['protein_coding'],"['ENSMUSG00000090231.10', 'ENSMUSG00000092511.7']","['Cfb', 'Gm20547']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']","['ENSMUST00000128767.7', 'ENSMUST00000176203.8', 'ENSMUST00000146299.7', 'ENSMUST00000025229.10', 'ENSMUST00000129891.1', 'ENSMUST00000154526.7']",['protein_coding']
chr17_70977246_70990472_-,37,6204,chr17,70977246,70990472,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000038446.9', 'ENSMUST00000131820.1']","['ENSMUST00000038446.9', 'ENSMUST00000233004.1', 'ENSMUST00000233357.1', 'ENSMUST00000131820.1']","['ENSMUST00000131820.1', 'ENSMUST00000038446.9']",[],"['ENSMUST00000233357.1', 'ENSMUST00000233004.1']","['protein_coding', 'retained_intron']","['ENSMUSG00000034868.9', 'ENSMUSG00000117098.1']","['Myl12b', 'AC154187.2']","['ENSMUST00000131820.1', 'ENSMUST00000038446.9']","['ENSMUST00000233357.1', 'ENSMUST00000131820.1', 'ENSMUST00000038446.9', 'ENSMUST00000233004.1']",['protein_coding']
chr17_70996271_70996696_-,39,5948,chr17,70996271,70996696,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233417.1', 'ENSMUST00000148960.7', 'ENSMUST00000233089.1', 'ENSMUST00000232766.1', 'ENSMUST00000233798.1', 'ENSMUST00000024846.12', 'ENSMUST00000123686.7', 'ENSMUST00000150456.1']","['ENSMUST00000233417.1', 'ENSMUST00000148960.7', 'ENSMUST00000233089.1', 'ENSMUST00000232766.1', 'ENSMUST00000233798.1', 'ENSMUST00000024846.12', 'ENSMUST00000123686.7', 'ENSMUST00000150456.1']","['ENSMUST00000123686.7', 'ENSMUST00000150456.1', 'ENSMUST00000233798.1', 'ENSMUST00000232766.1', 'ENSMUST00000233089.1', 'ENSMUST00000233417.1', 'ENSMUST00000024846.12', 'ENSMUST00000148960.7']",['ENSMUST00000128179.1'],[],['protein_coding'],"['ENSMUSG00000024048.15', 'ENSMUSG00000117098.1']","['Myl12a', 'AC154187.2']","['ENSMUST00000123686.7', 'ENSMUST00000150456.1', 'ENSMUST00000233798.1', 'ENSMUST00000232766.1', 'ENSMUST00000233089.1', 'ENSMUST00000233417.1', 'ENSMUST00000128179.1', 'ENSMUST00000024846.12', 'ENSMUST00000148960.7']","['ENSMUST00000123686.7', 'ENSMUST00000150456.1', 'ENSMUST00000233798.1', 'ENSMUST00000232766.1', 'ENSMUST00000233089.1', 'ENSMUST00000233417.1', 'ENSMUST00000024846.12', 'ENSMUST00000148960.7']",['protein_coding']
chr17_70996895_71002107_-,39,7752,chr17,70996895,71002107,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000233357.1', 'ENSMUST00000233417.1', 'ENSMUST00000148960.7', 'ENSMUST00000126529.1', 'ENSMUST00000150456.1', 'ENSMUST00000129093.1']","['ENSMUST00000233417.1', 'ENSMUST00000148960.7', 'ENSMUST00000233089.1', 'ENSMUST00000232766.1', 'ENSMUST00000233798.1', 'ENSMUST00000024846.12', 'ENSMUST00000126529.1', 'ENSMUST00000123686.7', 'ENSMUST00000150456.1', 'ENSMUST00000129093.1', 'ENSMUST00000128179.1']","['ENSMUST00000150456.1', 'ENSMUST00000129093.1', 'ENSMUST00000126529.1', 'ENSMUST00000233417.1', 'ENSMUST00000148960.7']",['ENSMUST00000233357.1'],"['ENSMUST00000123686.7', 'ENSMUST00000233798.1', 'ENSMUST00000232766.1', 'ENSMUST00000233089.1', 'ENSMUST00000128179.1', 'ENSMUST00000024846.12']","['protein_coding', 'retained_intron']","['ENSMUSG00000024048.15', 'ENSMUSG00000117098.1']","['Myl12a', 'AC154187.2']","['ENSMUST00000150456.1', 'ENSMUST00000129093.1', 'ENSMUST00000233357.1', 'ENSMUST00000126529.1', 'ENSMUST00000233417.1', 'ENSMUST00000148960.7']","['ENSMUST00000123686.7', 'ENSMUST00000150456.1', 'ENSMUST00000233798.1', 'ENSMUST00000129093.1', 'ENSMUST00000232766.1', 'ENSMUST00000233089.1', 'ENSMUST00000126529.1', 'ENSMUST00000233417.1', 'ENSMUST00000128179.1', 'ENSMUST00000024846.12', 'ENSMUST00000148960.7']",['protein_coding']
chr18_60811921_60812151_+,9,1244,chr18,60811921,60812151,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000050487.14', 'ENSMUST00000097563.8', 'ENSMUST00000167610.1']","['ENSMUST00000050487.14', 'ENSMUST00000097563.8', 'ENSMUST00000167610.1']","['ENSMUST00000050487.14', 'ENSMUST00000167610.1', 'ENSMUST00000097563.8']",[],['ENSMUST00000175586.1'],"['miRNA', 'protein_coding']","['ENSMUSG00000093327.1', 'ENSMUSG00000024610.14']","['Mir5107', 'Cd74']","['ENSMUST00000050487.14', 'ENSMUST00000167610.1', 'ENSMUST00000097563.8']","['ENSMUST00000050487.14', 'ENSMUST00000167610.1', 'ENSMUST00000175586.1', 'ENSMUST00000097563.8']","['miRNA', 'protein_coding']"
